CODMUN,Ano,IDEB,AlunosAI,TotalEscolas,Aluno/Escola,TemAgua,TemEnergia,TemEsgoto,Alimentacao,Internet,Biblioteca,Aluno/Docente,TotalDocentes,Escolaridade,ComPos,Concursado,Temporario,Terceirizado,CLT,CO_REGIAO,CO_UF,TotalAlunos,SexoMasc,SexoFem,Branco,Preto,Pardo,Amarelo,Indigena,Urbano,Deficiencia,PIBpcapita,Caracterização do órgão gestor ,Sexo,EscolaridadeGestor,PosGestor,capac.gestao,PME,Pcarr,ConsEd,ConsFundeb,ConsAlim,ConsTransp,SelecDir,OrdDesp,pibmun,IDHM ,gini,poppobre,popextpobre,partido,rend,saeb,invest,investAluno,tpcons
2513984,2014,5.164669421,0.576446281,2,241,1,1,1,1,1,0,22.95238095,21,0.682539683,0.714285714,0.904761905,0.095238095,0,0,2,25,482,0.53526971,0.464730291,0.475103734,0.002074689,0.288381743,0.002074689,0,1,0.031120332,7688.600237,1,0,3,1,1,1,1,1,1,1,0,1,0,26003,0.555,0.369,10.783,-1.626,2,0.933680711,16905912.27,6868107.94,14249.1866,0
2600906,2014,3.485353003,0.532139094,29,104.9310345,0.586206897,1,1,1,0.068965517,0.042806183,22.54074074,135,0.634567901,0.740740741,0.592592593,0.407407407,0,0,2,26,3043,0.528425896,0.471574105,0.279000986,0.009201446,0.354255669,0.002300361,0.000985869,0.729543214,0.042392376,7230.034956,1,0,3,1,1,0,1,1,1,1,0,1,0,163399,0.559,0.394,17.096,3.454,1,0.774772383,83322533.76,40954137.21,13458.47427,0
2608107,2014,4.630204638,0.550341064,26,143.6538462,0.961538462,1,1,1,0.346153846,0.25,17.21198157,217,0.653609831,0.686635945,0.599078341,0.400921659,0,0,2,26,3735,0.525568942,0.474431058,0.253815261,0.045515395,0.651405623,0.000267738,0,0.407496653,0.05729585,6602.786622,1,0,3,1,1,0,1,1,1,1,0,1,0,215588,0.555,0.386,17.253,6.159,1,0.905653135,130711193.8,63582313.51,17023.37711,0
2700409,2014,3.524532164,0.623684211,23,311.3913043,1,1,1,1,0.434782609,0.06805293,26.42804428,271,0.598400984,0.649446494,0.811808118,0.199261993,0,0,2,27,7162,0.521781625,0.478218375,0.114213907,0.033649818,0.679698408,0.008796426,0.000139626,0.596621056,0.014102206,8854.46319,1,0,3,1,0,0,1,1,1,1,0,0,1,416620,0.579,0.375,19.276,5.481,1,0.847461526,167619086.9,79939719,11161.64744,0
2804201,2014,3.371726535,0.717265353,9,186.1111111,1,1,1,1,0.444444444,0.012345679,20.9375,80,0.495833333,0.425,0.9625,0.0375,0,0,2,28,1675,0.535522388,0.464477612,0.08358209,0.018507463,0.607164179,0.001791045,0,0.515223881,0.008358209,7541.324957,1,1,0,0,0,0,1,1,1,1,0,1,0,110744,0.571,0.42,15.198,-1.555,1,0.741698737,64050266.47,31920850.07,19057.22392,0
2804458,2014,3.072183099,0.531690141,19,59.21052632,1,1,1,1,0.157894737,0.011080332,17.30769231,65,0.694871795,0.769230769,0.892307692,0.107692308,0,0,2,28,1125,0.512888889,0.487111111,0.336,0.014222222,0.606222222,0,0,0.624888889,0.021333333,15342.78057,1,1,3,1,1,0,1,1,1,1,0,1,0,135155,0.596,0.42,13.488,-1.333,2,0.697791444,43621327.56,21810663.78,19387.25669,0
2902203,2014,3.748018648,0.498834499,16,84.3125,1,1,1,1,0.0625,0.00390625,14.98888889,90,0.562962963,0.588888889,0.533333333,0.422222222,0.044444444,0,2,29,1349,0.52335063,0.47664937,0.040029652,0.260934025,0.604892513,0.006671609,0.00222387,0.659747962,0.138621201,6197.32829,1,1,3,1,1,0,0,1,1,1,0,1,0,69639,0.545,0.425,18.333,4.319,3,0.797483401,44724608,22362304,16576.94885,0
2930402,2014,3.524675325,0.541125541,28,96.14285714,1,1,1,1,0.357142857,0.005102041,18.18918919,148,0.578828829,0.574324324,0.864864865,0.135135135,0,0,2,29,2692,0.531575037,0.468424963,0.016716196,0.031946508,0.266716196,0.001857355,0.001857355,0.577265973,0.079494799,5785.92584,0,0,2,0,0,1,1,1,1,1,0,0,0,89722,0.525,0.4,19.751,5.552,2,0.834331437,73412590.18,36642209.09,13611.51898,1
3552304,2014,5.87199559,0.531422271,2,439.5,1,1,1,1,1,0,17.58,50,0.63,0.6,0.76,0.26,0,0,3,35,879,0.497155859,0.502844141,0.690557452,0.012514221,0.242320819,0,0,1,0.077360637,26479.69956,1,1,3,1,0,0,1,1,1,1,0,0,1,203947,0.875,0.458,1.864,1.254,2,0.985341121,43372353.36,16815713.16,19130.50416,0
1200401,2014,5.8,1,37,269.4054054,1,1,0.972972973,1,0.621621622,0.123447772,28.07887324,355,0.562441315,0.45915493,0.233802817,0.766197183,0.002816901,0.002604167,1,12,9968,0.519462279,0.480537721,0.162419743,0.016352327,0.581761637,0.003812199,0.002808989,0.845104334,0.07905297,22462.60534,1,1,3,1,1,0,1,1,1,1,0,0,1,8174771,0.822,0.492,7.33,0.232,3,0.945431,517592286.7,139257499.8,13970.45544,1
2100832,2014,3.590057361,0.485386506,21,167.952381,0.952380952,1,0.80952381,1,0.238095238,0.002267574,18.56315789,190,0.571052632,0.678947368,0.5,0.521052632,0,0,2,21,3527,0.548908421,0.451091579,0.049050184,0.029203289,0.347604196,0.004252906,0.00198469,0.649277006,0.063793592,4966.30804,1,1,2,0,0,1,1,1,1,1,0,1,1,87963,0.51,0.431,29.011,6.135,3,0.834057196,115876478.2,57938239.1,16427.05957,1
2300150,2014,4.733508403,0.555672269,8,236.25,1,1,1,1,0.625,0.0625,23.625,80,0.6,0.6375,0.525,0.475,0,0,2,23,1890,0.52010582,0.47989418,0.036507937,0.005820106,0.547089947,0.001058201,0.001058201,0.634920635,0.028042328,7067.462948,1,1,2,0,1,0,1,1,1,1,0,1,1,114161,0.674,0.348,16.662,3.66,3,0.877611888,51496141.47,25002006.93,13228.5751,1
2303659,2014,5.337841626,0.538192011,12,119.6666667,0.666666667,1,1,1,0.5,0.006944444,18.17721519,79,0.561181435,0.46835443,0.886075949,0.113924051,0,0,2,23,1436,0.516713092,0.483286908,0.219359332,0.005571031,0.699860724,0.001392758,0,0.637883008,0.119777159,7528.73072,0,0,3,1,1,1,1,1,1,1,0,1,1,77222,0.677,0.428,24.42,8.125,1,0.976998374,59060094.03,27480467.37,19136.81572,0
2504074,2014,2.818412162,0.599662162,9,66,1,1,1,1,0.111111111,0.049382716,16.05405405,37,0.504504505,0.459459459,0.837837838,0.162162162,0,0,2,25,594,0.533670034,0.466329966,0.048821549,0.001683502,0.695286195,0,0,0.494949495,0.033670034,6690.007834,1,0,2,0,0,1,1,1,1,1,0,1,0,27329,0.56,0.369,10.03,-1.385,1,0.829637622,19945712.46,9965546.79,16777.0148,1
2702504,2014,3.16429637,0.607160617,28,76.60714286,1,1,1,1,0.214285714,0.00127551,23.31521739,92,0.532608696,0.543478261,0.72826087,0.27173913,0,0,2,27,2145,0.548717949,0.451282051,0.162237762,0.031701632,0.650815851,0.002331002,0,0.592540793,0.014918415,5153.222371,1,1,2,0,0,0,1,0,1,1,0,1,1,57866,0.549,0.413,25.889,11.274,2,0.690994161,66329585.11,32213189.42,15017.80393,0
3157252,2014,5.08681672,0.58681672,5,123.8,1,1,0.4,1,0.4,0.36,13.17021277,47,0.496453901,0.404255319,0.574468085,0.425531915,0,0,3,31,619,0.486268175,0.513731826,0.226171244,0.033925687,0.450726979,0.001615509,0,0.529886914,0.054927302,8735.166832,1,1,3,1,1,1,1,1,1,1,0,1,0,70475,0.694,0.372,10.498,5.449,3,0.881088397,27581911.68,12693268.23,20506.08761,0
4311759,2014,3.931230284,0.552050473,3,103,1,1,1,1,1,0.444444444,9.65625,32,0.625,0.59375,1,0,0,0,4,43,309,0.521035599,0.478964401,0.25566343,0.003236246,0.012944984,0,0,0.689320388,0.291262136,23420.41377,0,0,3,1,0,1,1,1,1,1,0,1,0,172070,0.719,0.451,6.747,2.235,1,0.828809899,22405946.75,10736956.9,34747.43333,1
4308102,2014,4.027034121,0.601049869,5,79.4,1,1,1,1,1,0,11.34285714,35,0.547619048,0.457142857,0.8,0.2,0,0,4,43,397,0.531486146,0.468513854,0.586901763,0.007556675,0.032745592,0.002518892,0,0.828715365,0.04534005,27017.05525,0,0,3,1,1,1,1,1,1,1,0,1,1,353059,0.823,0.321,0.242,0,2,0.929665155,31294866.69,9658209.72,24327.98418,1
1200708,2014,4.8,1,28,27.35714286,0.857142857,0.5,0.25,1,0.035714286,0,15.01960784,51,0.591503268,0.705882353,0.294117647,0.705882353,0,0,1,12,766,0.54308094,0.45691906,0.065274151,0.011749347,0.579634465,0.003916449,0,0.321148825,0.028720627,11364.66565,1,0,3,1,1,0,1,1,1,1,0,0,1,196802,0.677,0.484,17.148,0.913,2,0.849535,37851770.92,18925885.46,24707.42227,0
1502772,2014,4.666236559,0.582795699,16,239.8125,1,1,1,1,0.625,0.015625,27.60431655,139,0.429256595,0.215827338,0.079136691,0.928057554,0.007194245,0,1,15,3837,0.529319781,0.470680219,0.115454782,0.02840761,0.49960907,0.003388064,0.001042481,0.772478499,0.034923117,11566.07235,1,0,2,0,0,0,0,0,1,1,1,1,1,206385,0.65,0.412,15.154,0.608,2,0.933371826,111073318.6,54288719.78,14148.74115,0
2100808,2014,3.613374668,0.570416298,14,210.2142857,1,1,1,1,0.142857143,0.005102041,15.57142857,189,0.652557319,0.894179894,0.756613757,0.248677249,0,0,2,21,2943,0.536527353,0.463472647,0.049609242,0.008494733,0.735304112,0.003397893,0.000339789,0.47230717,0.014950731,8493.380487,1,1,3,1,1,0,1,1,1,1,0,1,1,127885,0.521,0.447,30.389,8.195,2,0.9170551,0,0,0,1
2101004,2014,4.442239876,0.49137764,69,77.07246377,0.391304348,0.913043478,0.797101449,1,0.057971014,0.005250998,15.41449275,345,0.588405797,0.686956522,0.68115942,0.275362319,0.057971014,0.014492754,2,21,5318,0.532907108,0.467092892,0.235990974,0.00620534,0.344678451,0.001692366,0.000940203,0.581985709,0.037984205,6844.799973,1,1,3,1,0,0,1,0,1,1,0,1,1,199156,0.562,0.472,21.521,5.45,1,0.900946804,133464136.4,66292696.31,12465.7195,0
2103307,2014,3.712369567,0.589099382,206,98.63592233,0.878640777,0.893203883,0.538834951,1,0.131067961,0.001508153,19.8816047,1022,0.634050881,0.693737769,0.522504892,0.491193738,0,0.007827789,2,21,20319,0.51828338,0.48171662,0.029971947,0.016290172,0.844086815,0.002214676,0.000147645,0.656528373,0.021014814,7376.194703,1,0,2,0,1,1,1,1,1,1,0,1,0,884863,0.534,0.472,24.579,6.227,3,0.846342021,516156640.6,246822468.9,12147.37285,1
2106300,2014,3.798330893,0.497218155,30,113.3333333,1,0.966666667,1,1,0.166666667,0.01,19.76744186,172,0.572674419,0.686046512,0.848837209,0.151162791,0,0,2,21,3400,0.520294118,0.479705882,0.097647059,0.007647059,0.624117647,0.001470588,0.000294118,0.455588235,0.023235294,5444.135339,1,0,3,1,1,1,1,1,1,1,0,1,1,103341,0.509,0.489,32.181,9.784,2,0.936595414,160208192.3,75333503.5,22156.91279,0
2106805,2014,4.136553823,0.5488779,26,104.8461538,1,1,0.846153846,1,0.076923077,0.00591716,13.10576923,208,0.612980769,0.783653846,0.413461538,0.591346154,0,0,2,21,2726,0.533749083,0.466250917,0.037050624,0.027146001,0.683785767,0.000366838,0,0.676082172,0.008804109,4442.944406,0,1,3,1,1,0,1,1,1,1,0,1,0,64734,0.558,0.422,24.06,6.078,2,0.887107186,77366827.75,35216711.27,12918.82292,0
2110401,2014,3.886087866,0.572175732,49,95.55102041,0.408163265,0.897959184,0.897959184,1,0.163265306,0.003748438,18.14728682,258,0.632428941,0.813953488,0.496124031,0.507751938,0.011627907,0,2,21,4682,0.519436138,0.480563862,0.093122597,0.013882956,0.659120034,0.002135839,0.00106792,0.635839385,0.016232379,4798.98796,1,0,2,0,0,0,0,0,1,1,0,1,0,87289,0.486,0.514,37.153,12.206,2,0.960804643,106503586.3,51730114.95,11048.72169,0
2111904,2014,4.330964467,0.573604061,13,142.2307692,0.769230769,1,0.923076923,1,0.384615385,0.00591716,23.1125,80,0.5,0.3875,0.95,0.05,0,0,2,21,1849,0.511627907,0.488372093,0.169821525,0.028664143,0.534883721,0.015684154,0,0.519199567,0.022174148,5763.107813,1,0,3,1,1,0,1,0,1,1,0,1,0,60190,0.52,0.489,31.65,8.818,3,0.87420131,57703984.74,28851992.37,15604.1062,0
2403301,2014,3.871798189,0.619663648,8,100.5,1,1,1,1,0.125,0.015625,21.15789474,38,0.76754386,0.894736842,0.842105263,0.157894737,0,0,2,24,804,0.513681592,0.486318408,0.059701493,0.003731343,0.046019901,0,0.001243781,0.825870647,0.070895522,6188.698956,0,0,3,1,1,0,1,1,1,1,1,1,0,34372,0.621,0.381,14.827,3.513,1,0.808282796,25046264.97,12009484.32,14937.16955,0
2702108,2014,4.038727372,0.596818431,19,204.6842105,1,1,0.789473684,1,0.210526316,0.002770083,28.38686131,137,0.518248175,0.430656934,0.547445255,0.452554745,0,0,2,27,3889,0.513242479,0.486757521,0.203394189,0.014399589,0.737721779,0.001285678,0.000257136,0.820005143,0.042170224,8281.594403,1,1,3,1,1,0,1,0,1,1,0,1,1,177864,0.533,0.398,20.579,7.418,1,0.880140558,84365316.85,40425079.25,10394.72339,0
2706422,2014,3.987185355,0.528604119,21,87.38095238,1,1,1,1,0.142857143,0.002267574,25.1369863,73,0.586757991,0.547945205,1,0,0,0,2,27,1835,0.528610354,0.471389646,0.115531335,0.008719346,0.597820164,0.002179837,0.195640327,0.491553134,0.12479564,4977.575973,0,0,3,1,1,1,1,1,1,1,0,0,0,53200,0.565,0.375,20.408,9.384,1,0.870691423,51607397.59,24937132,13589.71771,0
2919157,2014,4.400667351,0.57238193,21,187.0952381,1,1,1,1,0.238095238,0.020408163,23.24852071,169,0.615384615,0.781065089,0.804733728,0.189349112,0.00591716,0,2,29,3929,0.523033851,0.476966149,0.096207686,0.072028506,0.349198269,0.002290659,0.000509035,0.443115297,0.03410537,5819.973863,1,0,3,1,1,0,1,1,1,1,0,1,0,159654,0.552,0.433,22.097,5.178,2,0.940922307,137797234.9,67499029.99,17179.69712,0
5213103,2014,6.2,1,22,216.6818182,1,1,1,1,0.545454545,0.074380165,26.33701657,181,0.415285451,0.165745856,0.933701657,0.066298343,0,0,5,52,4767,0.517935809,0.482064191,0.043423537,0.010279001,0.070694357,0.000839102,0,0.972938955,0.076568072,32394.60525,1,0,3,1,1,0,1,1,1,1,0,0,1,1920190,0.801,0.431,1.602,-0.137,2,0.919293,0,0,0,1
2109700,2014,4.184293194,0.560209424,9,126,1,0.777777778,0.777777778,1,0.222222222,0,17.71875,64,0.65625,0.84375,0.625,0.375,0,0,2,21,1134,0.546737213,0.453262787,0.020282187,0.008818342,0.723985891,0.001763668,0,0.599647266,0.017636684,33247.0916,1,0,2,0,1,0,1,1,1,1,0,1,1,184388,0.507,0.456,27.476,6.317,1,0.89261099,33253070.4,16596213.45,14635.10886,0
2111706,2014,3.598616426,0.554018251,45,76.86666667,0.777777778,0.955555556,0.955555556,1,0.022222222,0.000493827,16.47142857,210,0.635714286,0.895238095,0.561904762,0.447619048,0.004761905,0,2,21,3459,0.533102053,0.466897947,0.064180399,0.023128072,0.63862388,0.001734605,0.000578202,0.400693842,0.008673027,5361.002547,1,1,2,0,1,0,1,1,1,1,0,1,0,115749,0.531,0.514,32.181,10.326,1,0.886877312,91638597.7,45819298.85,13246.40036,1
2112605,2014,3.687251445,0.573543929,57,120.3157895,1,0.98245614,0.789473684,1,0.140350877,0.004924592,18.73770492,366,0.653460838,0.860655738,0.494535519,0.510928962,0,0,2,21,6858,0.52770487,0.47229513,0.012102654,0.010498688,0.769612132,0.00058326,0.000437445,0.620443278,0.019830854,4566.115861,1,0,3,1,0,1,1,1,1,1,0,1,1,145385,0.528,0.497,32.443,9.469,3,0.923251894,184570675.9,92285337.96,13456.59638,1
2513653,2014,4.140789474,0.560526316,6,64,0.166666667,1,1,1,0,0,13.24137931,29,0.626436782,0.586206897,0.931034483,0.068965517,0,0,2,25,384,0.518229167,0.481770833,0.174479167,0.026041667,0.3828125,0,0,0.776041667,0.0390625,7562.931963,1,0,3,1,0,1,1,1,1,1,0,1,0,20231,0.595,0.361,10.958,-1.432,2,0.911878313,25423498.74,12711749.37,33103.51398,1
2604809,2014,4.202503414,0.502503414,19,119.6842105,0.473684211,1,1,1,0.368421053,0.011080332,23.44329897,97,0.618556701,0.721649485,0.670103093,0.329896907,0,0,2,26,2274,0.508355321,0.491644679,0.136763413,0.012313105,0.509234829,0.000879507,0.000439754,0.654793316,0.012313105,8532.844503,1,0,3,1,1,1,1,1,1,1,0,1,0,107719,0.547,0.37,19.471,5.607,3,0.85027528,75122071.04,36126253.78,15886.65514,1
2703403,2014,3.232326821,0.661634103,11,104.5454545,1,1,1,1,0.545454545,0.008264463,19.82758621,58,0.591954023,0.672413793,0.482758621,0.534482759,0,0,2,27,1150,0.52173913,0.47826087,0.047826087,0.013913043,0.25826087,0.004347826,0,0.671304348,0.017391304,6513.512708,1,0,1,0,0,0,1,0,1,1,0,1,1,35622,0.601,0.368,21.175,5.418,1,0.760965113,37995897.44,18588070.33,16163.53942,0
2708204,2014,3.693946932,0.587893864,12,94.08333333,1,1,1,1,0.25,0.006944444,18.20967742,62,0.559139785,0.564516129,0.967741935,0.048387097,0,0,2,27,1129,0.525243578,0.474756422,0.060230292,0.008857396,0.287865368,0.015057573,0.002657219,0.472099203,0.007085917,6811.867806,1,0,2,0,0,0,1,0,1,1,0,1,1,47819,0.59,0.458,26.304,12.598,2,0.893523277,36287575.41,17696798.28,15674.7549,0
3109253,2014,6.5,1,6,42.83333333,1,1,1,1,0.333333333,0.027777778,14.27777778,18,0.5,0.333333333,0.777777778,0.222222222,0,0,3,31,257,0.455252918,0.544747082,0.077821012,0.019455253,0.879377432,0,0,0.517509728,0.023346304,7134.98595,0,0,1,0,0,0,0,0,1,0,0,1,0,29453,0.71,0.372,10.185,3.514,2,1,12484129.26,6242064.63,24288.18922,0
4321329,2014,3.170918367,0.576530612,1,205,1,1,1,1,1,1,12.8125,16,0.677083333,0.6875,0.9375,0.0625,0,0,4,43,205,0.531707317,0.468292683,0.512195122,0.009756098,0.019512195,0,0,1,0.331707317,26860.51102,0,0,3,1,1,1,1,1,1,1,0,1,1,82838,0.811,0.46,3.143,1.197,2,0.807867781,15298402.02,5855376.62,28562.81278,1
1100296,2014,5.717688022,0.937325905,4,183,1,1,1,1,0.5,0.5625,16.26666667,45,0.562962963,0.466666667,0.888888889,0.088888889,0,0.022222222,1,11,732,0.56284153,0.43715847,0.214480874,0.015027322,0.217213115,0.008196721,0,0.830601093,0.057377049,15266.01172,1,0,2,0,0,0,1,0,0,0,1,1,0,132906,0.721,0.403,6.348,1.999,2,0.951151933,23665152.96,11832576.48,16164.72197,0
2103109,2014,4.547486034,0.547486034,16,114.3125,1,1,1,1,0.125,0.00390625,17.25471698,106,0.639937107,0.79245283,0.726415094,0.273584906,0,0,2,21,1829,0.53745216,0.46254784,0.120831055,0.013121925,0.613449973,0.004920722,0,0.258611263,0.01913614,5127.038812,1,0,3,1,1,0,1,1,1,1,0,1,1,53501,0.543,0.464,32.069,7.847,2,0.866626318,54436581.72,27205836.36,14874.7055,1
2110203,2014,4.087326549,0.574653099,51,104.5686275,0.549019608,1,0.980392157,1,0.039215686,0.00615148,17.8361204,299,0.663879599,0.765886288,0.635451505,0.364548495,0,0,2,21,5333,0.539471217,0.460528783,0.138946184,0.038627414,0.634914682,0.00112507,0.000187512,0.4864054,0.03056441,5683.629652,1,0,2,0,1,0,1,1,1,1,0,1,0,200996,0.547,0.439,24.663,6.707,2,0.892025603,146688800,73344400.02,13752.93456,1
2406601,2014,3.446201232,0.577002053,12,131.3333333,1,1,1,1,0.166666667,0.027777778,21.2972973,74,0.472972973,0.364864865,0.837837838,0.162162162,0,0,2,24,1576,0.49428934,0.50571066,0.123730965,0.009517766,0.098984772,0.001269036,0.001903553,0.671954315,0.022208122,5995.508668,1,0,3,1,1,0,1,1,1,1,0,1,0,48420,0.575,0.438,20.237,6.576,3,0.801017928,39851379.06,19718589.6,12511.79543,0
2704708,2014,3.494494238,0.578745199,19,422.1052632,1,1,1,1,0.736842105,0.069252078,26.46864686,303,0.615511551,0.603960396,0.818481848,0.188118812,0,0,2,27,8020,0.529301746,0.470698254,0.102244389,0.040773067,0.539775561,0.002244389,0.001122195,0.700124688,0.027431421,24603.19815,1,0,3,1,0,0,1,1,1,1,0,0,1,1242757,0.662,0.45,14.44,4.461,2,0.726708419,237426418.4,115376854.6,14386.14147,1
1501576,2014,4.415241817,0.610161212,10,215.1,1,1,1,1,0.2,0.04,22.64210526,95,0.48245614,0.410526316,0.642105263,0.336842105,0,0.021052632,1,15,2151,0.517898652,0.482101348,0.047884705,0.004649,0.641097164,0.0009298,0.0004649,0.751278475,0.021850302,7536.735473,1,1,3,1,1,0,1,0,1,1,0,1,1,121145,0.602,0.397,13.516,0.423,3,0.818864632,62246156.3,29358236.32,13648.64543,0
1507151,2014,3.648120685,0.620301713,39,106,0.897435897,0.794871795,0.769230769,1,0.230769231,0.000657462,21.87301587,189,0.57319224,0.714285714,0.878306878,0.121693122,0,0,1,15,4134,0.518867925,0.481132076,0.033381713,0.009675859,0.158684083,0.007740687,0.000241896,0.81712627,0.028543783,7323.865195,1,0,2,0,1,0,1,0,1,1,0,1,1,177494,0.607,0.45,13.338,0.408,3,0.840873734,116260099.9,55728883.56,13480.62012,0
2102754,2014,3.960320856,0.600534759,25,75.72,1,1,0.92,1,0.08,0.0144,13.05517241,145,0.513793103,0.482758621,0.6,0.413793103,0,0,2,21,1893,0.515055468,0.484944533,0.137876387,0.017432647,0.51822504,0.005810882,0.000528262,0.567353407,0.058637084,7454.139301,1,0,2,0,1,1,1,1,1,1,0,1,1,79946,0.482,0.472,30.445,8.977,1,0.854757055,48297292.35,19816530.3,10468.32029,0
2201200,2014,4.072845238,0.542976191,52,162.7692308,0.942307692,1,0.961538462,1,0.25,0.013313609,17.67014614,479,0.543493389,0.540709812,0.770354906,0.225469729,0,0.014583333,2,22,8464,0.525519849,0.474480151,0.071361059,0.030600189,0.795723062,0.003426276,0.00047259,0.474362004,0.026228733,6099.421568,1,1,3,1,0,0,1,1,1,1,0,1,1,280195,0.537,0.398,14.887,-1.388,2,0.831857611,186892174.2,89896295.4,10621.01789,1
2408805,2014,4.058726415,0.597877359,3,309.6666667,1,1,1,1,1,0.444444444,20.64444444,45,0.622222222,0.733333333,0.177777778,0.8,0.022222222,0,2,24,929,0.520990312,0.479009688,0.125941873,0.009687836,0.124865447,0.006458558,0,0.764262648,0.03444564,39840.65808,0,0,2,0,0,0,1,1,1,1,1,1,1,204263,0.542,0.422,22.382,5.932,1,0.807000673,36263808.99,17898293.52,19266.19324,1
2414753,2014,4.077863777,0.555727554,13,47.53846154,1,1,1,1,0.153846154,0.00591716,16.7027027,37,0.513513514,0.459459459,0.702702703,0.297297297,0,0,2,24,618,0.538834952,0.461165049,0.398058252,0.022653722,0.090614887,0,0,0.677993528,0.035598706,6810.028879,0,0,3,1,1,0,1,1,1,1,0,1,0,27826,0.548,0.406,23.041,8.624,1,0.873903975,24354694.9,9821928.36,15893.08796,0
2503605,2014,3.980299252,0.568578554,14,64.78571429,1,1,1,1,0.214285714,0.005102041,15.63793103,58,0.637931034,0.672413793,0.724137931,0.275862069,0,0,2,25,907,0.5292172,0.4707828,0.272326351,0.046306505,0.493936053,0,0.001102536,0.783902977,0.057331863,7622.255961,1,1,2,0,0,1,1,1,1,1,0,1,0,55627,0.566,0.418,11.34,-1.557,3,0.80643202,34585901.23,17261024.09,19030.89756,1
2505600,2014,4.000938967,0.600938967,13,51.46153846,1,1,0.923076923,1,0.153846154,0.094674556,11.73684211,57,0.549707602,0.578947368,0.824561404,0.175438596,0,0,2,25,669,0.538116592,0.461883408,0.091180867,0.013452915,0.608370703,0.001494768,0,0.526158445,0.01793722,6796.783457,1,1,3,1,0,0,1,1,1,1,0,1,0,44947,0.567,0.451,13.908,-2.29,2,0.875819282,0,0,0,1
2517100,2014,5.719484241,0.524355301,5,73.6,1,1,1,1,0.2,0.04,13.14285714,28,0.601190476,0.535714286,0.892857143,0.107142857,0,0,2,25,368,0.529891304,0.470108696,0.565217391,0.024456522,0.377717391,0,0,0.877717391,0.190217391,9133.770026,1,1,2,0,1,1,1,1,1,1,0,1,1,24743,0.676,0.328,6.586,-0.627,1,0.935136524,0,0,0,1
2907558,2014,4.355175439,0.551754386,17,71.35294118,0.764705882,0.823529412,1,1,0.294117647,0.003460208,9.403100775,129,0.571059432,0.674418605,0.395348837,0.604651163,0,0,2,29,1213,0.548227535,0.451772465,0.293487222,0.048639736,0.270403957,0.004946414,0,0.470733718,0.034624897,4623.4622,0,1,1,0,1,0,1,1,1,1,0,1,0,45134,0.529,0.408,19.91,5.908,1,0.808539861,34202381.04,16990135.26,14006.70673,1
2914653,2014,3.645168801,0.556461001,24,219.0833333,1,0.875,0.875,1,0.5,0.001736111,22.76190476,231,0.647907648,0.701298701,0.883116883,0.134199134,0,0,2,29,5258,0.512932674,0.487067326,0.051920882,0.028147585,0.42164321,0.003042982,0.00475466,0.972232788,0.088626854,9746.173538,1,1,3,1,1,0,0,1,1,1,0,1,0,300689,0.555,0.458,14.733,2.711,1,0.752994406,136867287.8,67821692.34,12898.76233,1
3304524,2014,5.469378272,0.549555909,37,444.3783784,1,1,1,1,0.945945946,0.035792549,22.04021448,746,0.521447721,0.442359249,0.564343164,0.441018767,0,0,3,33,16442,0.522260066,0.477739934,0.349227588,0.055589344,0.327819,0.001763776,0.000669018,0.976280258,0.035883712,112731.3561,0,0,3,1,1,1,1,1,1,1,0,1,1,14336159,0.79,0.464,1.647,-0.358,1,0.88304712,817021537.4,349749082.3,21271.68728,1
5000252,2014,3.308208955,0.63619403,1,551,1,1,1,1,1,0,18.36666667,30,0.677777778,0.7,0.4,0.6,0,0,5,50,551,0.509981851,0.490018149,0.422867514,0.003629764,0.45553539,0,0,1,0.043557169,28792.35678,0,0,2,0,1,0,1,0,1,1,0,0,1,142839,0.699,0.456,-0.198,-0.023,2,0.842672353,32612935.26,13636002.58,24747.73608,0
4318481,2014,4,0.615384615,3,126.6666667,1,1,1,1,0.666666667,0.111111111,15.2,25,0.486666667,0.32,0.8,0,0,0.2,4,43,380,0.492105263,0.507894737,0.955263158,0.002631579,0.039473684,0,0,0.873684211,0.010526316,26940.45825,0,1,0,0,1,0,1,1,1,1,0,1,1,119050,0.776,0.243,0.702,0.313,1,0.913457077,14861571.99,6536403.36,17201.06147,0
1710706,2014,4.079787234,0.679787234,9,111,1,0.888888889,0.888888889,1,0.222222222,0.012345679,20.3877551,49,0.462585034,0.346938776,0.755102041,0.244897959,0,0,1,17,999,0.538538539,0.461461462,0.045045045,0.007007007,0.634634635,0.006006006,0,0.718718719,0.002002002,7632.827148,0,0,2,0,1,0,1,1,1,1,0,1,0,46278,0.53,0.475,18.722,2.261,2,0.899312236,28229130.3,14114565.15,14128.69384,0
2108009,2014,4.138573316,0.598414795,20,146.95,1,1,1,1,0.15,0.01,20.84397163,141,0.430260047,0.255319149,0.794326241,0.226950355,0,0,2,21,2939,0.534535556,0.465464444,0.235113984,0.018373596,0.600544403,0.00374277,0,0.747192923,0.024498129,8107.833457,1,0,2,0,0,0,1,1,1,1,0,1,0,152816,0.547,0.456,26.717,7.094,3,0.946088754,0,0,0,0
